text,irony
哈哈，是的额，这两人就不合适😌,0
哈哈，为什么看起来怪怪的😌,1
哈哈哈，不留了，把客送走🤓,1
哈哈哈，好可爱❤,0
哈哈哈，那心挺大的😌,1
哈哈哈，去看看数据，被车撞死的男人可比女人多😁，你死的概率都比我大😁，哈哈哈～诅咒是不能让一个人真的死亡的🤔,1
哈哈哈，我就喜欢调查，我就是🤡😏😏😏，就我一张嘴😄😄，你能怎么样😏😏😁😁,1
哈哈哈😄,0
哈哈哈😄一家子一顶伞😂😂,0
哈哈哈哈，倒立炒菜，我妈炒菌，香了扎不住，我克偷锅里的吃，在我看见我妈倒立着炒菜😺我就知道完犊子了,0
哈哈哈哈😄大块儿吃羊肉了😂😂😂,0
哈哈哈哈😌,0
哈哈哈哈哈😏就是,0
哈哈哈哈哈哈😏和我有什么关系,0
哈哈哈哈哈哈😏和我有什么关系，我觉得韩女牛逼为什么管你们男的害不害怕，为什么要看老师失不失业😏笑死，拉粪车从你家门口经过你是不是也要尝尝咸淡,0
哈哈哈哈哈哈感觉这评论要火😌,0
哈哈哈哈哈哈哈哈哈😂😂😂怕吃起来刹不住吧，另外重点看好西瓜摊😂,1
哈哈哈哈微博突然沉默😏,1
哈哈哈哈微博突然沉默😏，xxn从不打逆风局,1
哈哈哈还拿了个吉利数字😌,0
哈哈哈那人就要熄火了😏,1
哈哈这层楼也能打拳😏,1
还被追究责任？👍👍👍👍👍👍,0
还比赛吗😂,0
还不出声明解约嘛😂,0
还不能喝一口？😱😱😱,0
还不跑，到时连你和你孩子都杀了😊,1
还不让人抱怨了吗😄,1
还不在就近附近黑作坊送过来的🤮从此我就不点外卖了🤮🤮🤮,0
还查个鸟🤮,0
还成了特别提出的人物，😓,0
还带薪休假😏,1
还盗号😂😂😂,0
还道歉😢,0
还得被网暴😏,1
还行😏,1
还好不是在中国发现的，要不然现在就得直冲热搜第一了😛,1
还好烧的是自己家🤔没给其他人造成伤害,1
还记得被弹弓打瞎眼睛的那个女孩吗？😢还记得被奸杀的女孩吗？,1
还记得之前送锦旗的吗，治不了洋人，治得了你🍉,1
还可以报道内鱼塌房新闻啊！一天一个！多带劲儿，瓜都吃不过来，😛,0
还没结婚😛,0
还没去过就没了😌,0
还没我鲨bee可爱😢😢,0
还没有看😖,0
还拿最佳怎么敢的🤗,1
还能不能找到那个视频😌😌我是一个月以前在头条上刷到的,0
还能咋办😊,1
还让不让好好吃饭了😏🍉,1
还上岗上线😊,1
还食品安全那套话术😁,0
还是被发现了😏,0
还是别出门了😛😛😛,1
还是饭吃的太饱了😓,1
还是高估你了，以为你在读研，真读研的还有空刷微博啊😌多去加点班，自从研究生要缴学费后就开始烂大街了，堪比98年开始的大学扩招😏,0
还是个人吗😠,0
还是关注自家问题好点😂,1
还是火锅配冰粉好😁😋,0
还是京儿爷有钱，v我850看看实力😉,1
还是拿到密码了了😂,0
还是那句话，🤬给我围起来，不能免费看,1
还是脑门都长了摄像头，😓😓😓,0
还是棚改，没啥新东西🍉,1
还是去河边放生矿泉水比较有意思😌,1
还是涡扇出圈牛，3，400百米高仰角直接拉起来，现实中可没有这么开的，😏,0
还是小婴儿😓,0
还是要当官，总有办法😛,1
还是在这么炎热的夏天🤗如果因为不让喝水引起身体不适需要送医地铁方面能负责吗,0
还是滞销吧😏,0
还说我无知😂😂😂,0
还跳得怪好的咧😌,0
还五六百😂,0
还瞎想什么呢🤩,1
还瞎折腾结婚干嘛🤔,0
还要靠艺人方式赚钱🤔,0
还要塑造杀人犯重情重义的好形象？😱媒体你们的三观呢？,1
还要一直拿着执法记录仪保护自己😓,0
还要怎么涨🤓,0
还有报道说是视察沅江失足落水，一个人去视察的？😌😌,0
还有大妈热心呼叫她到后面避寒，🍉,0
还有其他参与制作网站的人都是犯罪者，望周知🤗👋,0
还有其他国家几百架的订单😌,0
还有巧克力哦😏,0
还有啥没上税的你说说😂,1
还有涉及腐败的嫌疑😌,0
还有下次😂😌,0
还有一亿件更脏的事你不拍😌,0
还有这事🤔️🤔️🤔️,1
还有这种bug？😱,0
还有这种好事？🍉,0
还有这种好事🤔️,1
还有专门的电竞手机🤓,0
还在加班中😂,0
还这么冲动吗🤗🤗🤗🤗,0
还真没见过让关空调的😌,0
还真像😏,0
还真有过😌我们学校一千多人，有次模考考难了，有人作弊抄到了年级第二，也就五百多分，放平时可能就前一百😌😌,1
还做的挺好😏,0
孩子爸爸是残疾人，母亲有精神问题，家境不好，看视频孩子现在已经痴痴的了😣,0
孩子本来没什么事的😂😂😂,0
孩子不出来🥹,0
孩子得有多害怕😖,0
孩子和教练🕯🕯,0
孩子是充话费送的😛😁,0
孩子是意外🤭,0
孩子只是意外😛,0
海口骑车到三亚，厉害👍,0
韩国人全死了吧，烦死他们了🤮,0
韩剧残忍事件都是写实的吧🙀,0
韩女仇童不是一两天了，再Mgalia这种女权恐怖组织的渗透下，邻国也开始走上仇童的路子了🤮🤮🤮,0
韩女这么棒下辈子投胎成韩女啊母猪😏,1
韩旭一个WNBA球员为什么打大学生比赛呢🤔,0
汉唐很强大，知道汉军是怎么打仗的吗？知道唐朝为什么强大的吗？就是因为没你这号的，满嘴的国家和同胞，就是没有你自己的事都是一些吃同胞肉喝同胞血的杂杂唉，国家不强大，人民遭殃🤗,1
行不行😊,0
行业饱和，以前打车的都出来跑车了～～😵,1
杭州幼儿摸胸，4岁男童殴打4名女大学生，广州这边暂时先等等😌😌😌,0
毫无意义，不如旁边借个大喇叭重复播放：老板说穷人不配吃泡面！，😏,1
豪绅违规：最后亿次🤭,1
好👍,1
好吧，64装修测量38，真是还能比更差的😠,0
好棒好棒😋,1
好蠢，850买隔壁的不行吗？😏,1
好打，我的鸟就被流浪猫嚯嚯了😂,0
好大的官威！🙄,1
好大的雨啊😱,0
好倒霉啊🙀,0
好好好！多么聪慧的发言😄,1
好家伙，第二眼才看到孩子😂,0
好家伙，还有专门的电竞手机🤓,0
好家伙，喝个谁还在下站台喝，喝完再上车吗？真是方便快捷的规定🙀,0
好家伙😌😌内鬼被揪出🤔🤔,0
好看的猴子有版权😏,1
好可爱❤,0
好可爱😊,0
好可爱😍她永远都会🈶️好玩的东西😌😌😌😌😌,1
好可爱的胖达😄🐶,0
好可爱好喜欢🐶🐶,0
好可怕，都要注意安全啊😢,0
好可怕😛,0
好恐怖好危险😷,0
好啦，下次注意😏,0
好邻居👍,0
好嘛这家人阴间的阳间的都抬不起头了😌😌😌,1
好牛逼丫👍👍👍👍👍,0
好漂亮👍,0
好凄凉呀😢😢😢😢😢😢😢快救救婴儿,0
好奇新冠怎么没把这些人带走🤗,1
好人做壞一件事就是十惡不赦，壞人只要表現出一點點後悔，就™️立地成佛了😵😵😵,0
好庭长😠,0
好痛心😢😢她们都是那么努力那么阳光那么充满希望的女孩子啊,0
好像不会😏,0
好像是两年还是三年不行，这通报就朱某某没有年龄，还是别问了😏,1
好像偷窥了我😌,0
好像我干过😢,0
好像一粒老鼠屎掉进了粪坑😏,1
好像中国生娃率比较高的应该差不多也是中国比较穷的省份🍉,0
好消息：被扎十几刀，坏消息：被救了，又好消息：回去接着被扎🤩,1
好心人👍,0
好心痛😢,0
好样的！👍,0
好样的👍👍👍,0
好运碰到好人，❤,0
好在全部玩过一次，没什么遗憾的😛,0
好着急啊😢😢😢😢😢😢😢😢,0
浩克沙东欢迎您🤓,1
呵呵，😊,1
呵呵，😏,1
呵呵😊😊😊,0
呵呵😏,1
呵呵😒,1
呵呵🤔,1
呵呵🤖不是说子债父偿吗？下回，未成年网贷是不是不用还了？,1
呵呵🤭,0
呵呵🧏,1
呵呵女网红，大概率是炒作🤗🤗🤗,1
喝到吐😏,0
喝人家茅台就是你的不对了😁,0
喝水不会有味道吧🍉,0
喝水不准，放屁了谁来收集？该管的不管不该管的屁大的事也管！！👊👊👊🤬🤬🤬,1
何必呢🤗,1
何必去打赏😂😂,0
何人信汝此言?😄,0
河北保定，一个风都能把楼房刮跑的城市😊,1
河北好得到哪儿去啊😏,0
盒饭便当🥹🥹,0
黑龙江内蒙东部暴雨，为啥不关心？关心韩国棒子挺来劲，那边水都把庄稼淹了，大坝都开了，心疼起棒子来了😌无语,0
黑龙口热豆腐🐱,0
黑穆的命也是命，占领欧洲，驱逐白人把清真寺遍布全世界每个角落😉,1
嘿，希望再过二十年你还能说这话👍😛，反正我们男的不怕，再过十年你就能看到第一批被优化掉的女宝老师出现了,0
很多企业都是用的自己开发的或则钉钉之类的办公软件，微信我个人也觉得用在工作上不咋的😁😁😁,1
很多人把汕尾市跟陆丰市合在一起了😌,0
很多时候，3个站着的人标识旁边又是卫生间，所以我好懵😂,1
很符合我对IP的刻板印象😆,0
很好吃😋,0
很河南👍,1
很可惜，我也是个女的😢,0
很厉害👍🏻👍🏻👍🏻,0
很暖心😖😖😖,0
很神奇😂,1
很香啊😎,0
很正常😏,1
很中肯的建议😏,0
恨的不是有关系的人，恨的是有关系的人不是自己😏😏😏,1
恨的是有关系的人不是自己😏😏😏,1
恨国党反贼们别急，马上就放章家敦儿出来崩溃一下给你们看😂,1
恨国党慕洋犬最喜欢这四个字🍉🍉🍉,0
横穿马路，一边散步一边看手机😌确实很气人,0
红宝石😂,1
红黄蓝还在？😏,0
猴子就要用猴子视角😏,1
后续会有募捐🍉,0
湖南不服🤙,0
虎子怕挨揍，不敢来😏,0
互相比烂😂😂😂,1
互相体谅🫂,0
花花❤,0
花花😓,1
花火支持吧！再放两个大烟花👍,1
花样年华的孩子就这样不在了，父母亲的余生该怎样度过😢😢😢,0
花一样的年龄😢😢😢,0
华晨宇的火星演唱会❤,0
画风其实还好，但是故事看预告片估计是那种美式的政治正确，就是借个西游记皮而已，美国拍不好东方故事已经是经过无数次证明了的真理，🍉,0
画龙点睛😏,0
话说，拍摄病人道德吗？😏,0
怀疑偷拍是因为母亲安全感缺乏😏,0
欢迎大家来中国🇨🇳玩😂,0
欢迎大家去大连动物园看飞云！,0
欢迎小王子回家😍😍,0
欢迎用这么点大套套的过来对号入座😂,1
环球时报民意调查😂,0
换成我也开心呐😮,0
换点什么吧，美弟大兵值钱😏,1
换个思路想想，有没有可能就是为了保护恶童才设立的😏,1
换个字多好啊，换成女子，男女组合都是好，多好啊😌,0
换后代荣华富贵😆,1
换做我是景区饭店经营者或者半山腰小卖铺经营者，我也不希望提供水泡面，不然谁饿了来我这消费，是不是，利益相关方😏,1
黄鹅比爹还气啊：竟然不请爹参加😠,1
黄鹅这个气啊，居然不邀请鹅爹？反了天了😂,1
黄金当前价格450一克，就按500元一克的话，500万也就10公斤，一袋大米的重量，这还是按未加工原金算的，要是那种包含工艺费的首饰，500万合下来的重量更轻，半大孩子单手都能轻轻松松拎回家，搞不懂她放店里做个球🍉🍉,0
黄牛🤮,0
黄牛的世界而已😷,1
黄牛和网站就是勾结的🍉,1
挥一挥手帕战机不就来了嘛😏,1
回到家就后悔了😌,0
回复，爱好者只喂不养，留下一堆流浪动物问题，谁来处理谁就被网曝😂,1
回复，毕竟这群现实中的失败者只会等着天上掉馅饼了，十分符合我对女拳的印象🍉,1
回复，别害怕啊，主页删什么，已经私信发给网警了😏,0
回复，还有你全➕都得④，留一个小孩弄残废留着😁😁😁,0
回复，鸡肉已经很便宜了，也许在我们食堂吃的以为是鸡肉的料理也是鸭子🥹,1
回复，精神男人罢了🤩,0
回复，凉凉咯🤙🤙🤙🤙,0
回复，你要不看看你在说什么，能不能学好语文再来上网啊🙀,0
回复，人家好像确实是常德人，进她微博搜常德两个字😂,0
回复，人家是有品德之人，君子不立危墙之下，懂不懂？🍉,0
回复，下一个四德就是你😄😄😄,0
回复，在家点火不是吗？😱上下楼的安全不是公共安全吗？,0
回复，中年人🤨,0
回归初心了🤗,0
回锅肉,0
回头一样说偷拍了😛,0
毁灭吧😊,0
会突然吓醒😢,0
会议是决定要增加制裁啊，还是增加军援啊，还是直接出兵啊😂好像前两个都不怎么好使啊，直接出兵吧😄,1
会注意不让人拍到😏,0
婚礼很热闹👍,0
混凝土粘，真有脑子👍🤔,0
活的差不多也可以入土了哦😊,1
活该😂,0
活该🤗🤗🤗,1
活该🤮,1
活该被当畜生养😌,0
活腻歪了😏,1
活着不好吗🤗非得作死,0
火锅店有空调啊，难道还真以为人人都要露天吃啊🤔,0
火锅雪糕是一家，一凉一热太爽了😏,0
火星演唱会,0
或许没有直接关系吧，但问题在于很多地方山挖秃了，在不合适地方搞梯田种水稻，甚至更搞笑的篮球场铺一层泥种作物，欺下瞒上😏,0
或许这些信息卖到诈骗团伙手里了？🤔,0
或者是点自己经常去的店家😍有一次我闲着没事出去遛弯想起来之前吃的一家披萨很好吃想点一个到店拿,0
祸害，赶出人间😛😛😛,0
祸害了几十家庭😢😢😢,0
霍🙀,1
嚯😊,1
击毙，必须击毙😊,0
机智👍,0
机智的警察蜀黍👍,0
鸡飞蛋打😄,0
鸡棚塌了😋,1
基本赚一次少一次🤗,0
激将法😱,1
几分糖完全是服务员手一抖的规格😌,0
几公里甚至几十公里的摆渡车太多了，有关部门必须刹住这种变相宰客手段👎,0
几乎每个品种都尝过了，桂味胜出！！！😏最好吃，核也最小，除了整体个头小一点，没毛病，还便宜,0
几乎中吧，用手圈水柱的时候觉得自己有神圣之力😁,0
几十万不止吧，都没起诉百万起步🤗,0
几岁了😌,0
计划就是反攻不可能实现🙇,1
记得2000年以前，遇到欺诈销售，警察可以直接现场抓人并勒令退钱，过程简单粗暴但感觉有效，😌,0
记得20年前在湖北上厕所被收费过，大的小的价格还不一样，过了20年还收费呢，😌,0
记得一阳的时候，七天不拉屎，我心想这肛门要它何用啊，😌,1
既然合规，同事们就自求多福吧😁,1
既然是精神病，这么严重，帮它结束痛苦呗早点转世过上幸福正常的生活👏,0
既然是男生的视频是截取的，那学校有完整视频么？放出来，让大家看看，公道自在人心🤨🤨🤔,0
既然志不同道不合，就跟她分了再找一个不要彩礼的，娶媳妇得凭本事让人家愿意和你过日子呀，写信给政府，是以为媳妇是配给的吗？（说不定是人家姑娘根本不想跟他结😏）,0
继续吃，🍉,0
继续蹲后续😏,0
继续加油😄,0
继续抛售美债😊,0
加V就是靠的反智吗😱,1
加大力度😏,0
加大力度惠台😏,0
加盖吧😞不然被飞机上的游客白嫖了怎么办，这不急死景区,1
加了个🍗❤,0
加入旅游计划清单😁,0
加收关税，物价上天😂,0
加速，多来点这种事👍,0
加油,0
加油，争取早日破百👍,0
加油❤,0
加油💪,0
加油💪💪💪,0
加油啊🥰,0
加油少年👍,0
家的味道🐶,0
家里又没人🤔️,0
家长不管的熊孩子不如流浪狗🤔,1
家长会怎么想呢😓,1
家长无知，情以何堪😏😏,0
夹着点燃的香烟走了一整条街一口都没抽😠,0
假设我让精神病去帮我拐卖孩子，那岂不是无敌了？被抓就说有精神病，没被指使，🍉,0
坚决不能惯着女方，没有女人地球不转了吗？人家要28万你只有2万8，找个一样只有2万8的男人凑一块儿过日子不好吗？双方都赚2万8呢🤔,1
坚强的意志👍,0
监控被水泡坏了😏,1
监控能看到苍蝇？😱,0
检验一下故宫的排水能力撒😌,0
减肥中😮,0
简称双一留😆,0
简直了😓,1
简直没脑子😛😛😛😛😛😛,1
简直是荒唐至极🤮🤮,1
简中有钱有权就是无法无天🍉,1
见怪不怪了😛,1
见过面积20公摊15的小铺子没有😏,1
见义勇为👍🏻👍🏻（地铁上怎么带得上去刀的啊😵,0
建议步行过去😒,0
建议狗仔也查一查，到底是不是收了钱，里应外合，爆个假🍉来反向洗白,0
建议纪委可以查一下😆,0
建议每天一个菜系🤔,0
建议你别干了，给国家添乱😊，干新闻的人不认识性别真是天大的笑话,1
建议怕死的在家别出门呢🐶,1
建议有认识的转发到老人亲属朋友圈提醒一下😓,0
建议专家少管闲事😄,1
建筑工还是需要点技术在的😂,0
健美本来就有很大的主观性，这是健身爱好者都知道的常识，有人不服很正常，毕竟谁都觉得自己是最好的😓,0
健美协会裁判睡运动员常规操作😂,0
健美协会副主任石洪当年就是这样被赵路佳拿高跟鞋砸的，健美协会裁判睡运动员常规操作😂,0
江苏地区，专转本，学士学位，有编教师，很香啊😎,0
江西人最多😆😆,1
江西赞同😋,0
奖励你女儿被铁链拴住做马桶❤,0
胶原蛋白还有修护皮肤的作用呀👍,0
饺子，韭菜素yyds,0
缴多点，我们也买一辆过来收参观门票钱😏,0
叫的我晚上睡不着觉😊,0
觉得是套套的，可能他们用过的套套就这么大、这么短的，😛,1
觉得值得结婚就结呗，非要别人给彩礼，要是那么想要钱自己去赚就好了😍😍😍,1
教练，够你吹牛吹一辈子啦😂😂,0
教练:别管哪个学校学霸，在我这都没练趴😏左右分不清吗，看点路,1
教徒们还不顶礼膜拜😛😛😛,0
教育出来的小孩子可得什么样啊😊,1
教育局愿意配合调查，学生和家长怎么不回复了😏,1
皆大欢喜😄,1
接好运❤,0
接下来你是不是该说自卫反击战也是侵略了🤔️,1
节哀🕯🕯🕯,0
节哀🕯希望大家都平平安安,0
节约开支😂😂😂😂😂😂,0
结果别人都被劈了😂,0
结果反超人家😌😌,0
结果给我喝醉了😌,0
结果就是没看上😂微信没删,0
结果就是没看上😂微信没删，删了的话女的也会发现被删了应该也随手就删了，都是留着对方，可能还有以后，还有下次😂😌,0
结果判十五年🐶,0
结果失败了🐱🐱🐱,0
结果是他们使劲闹😓😒😠,0
结果我睡着了😓第二天醒来,0
结果又出来被鞭尸😂,0
结婚率和生育率低是因为中国人越来越富了与房价没有任何关系🤔🤔🤔,1
解释不了的就是巧合😂,1
借此呼吁不要不当回事儿😵,0
借我玩😏,0
借我玩玩😏,0
今年毕业的连报考岗位都没几个😂😂同样是合同工,0
今年吃荔枝似乎胖了几斤😌,0
今年又沙尘暴又大旱大涝的都齐了这气候🫢🫢,0
今年制造业惨淡😂，还有几个电要用😌？再这样下去，实体资金都要撤出了,1
今日又菜鹅了！😂😂😂,1
今天的午餐，清淡美味，全是夏天的味道～😋,0
今天叫醒我的还是我妈😏早啊,0
今天叫醒我的还是我妈😏早啊,0
今天开始让我的猫在家隔离😛,0
今天是三祭，生者坚强，逝者安息🕯,0
今晚刚好看啦😏好看,0
金😏,1
金虎：不敢不敢，奶妈替我随份子了，谢谢🙇,0
仅仅只是因为这些国际组织都在美国，要不然，呵呵😊😊😊,0
仅是批评教育岂不是纵容😱😱,0
尽显英雄本色👍,0
进个学校还给黄牛钱干嘛😛学校有什么非看不可的,1
进货三四十的衣服卖你二三百都是小意思🍉,0
进缅东北、迪拜的电诈园区后可以轻松再破记录😏,1
进去后，有他后悔的🤗,0
进入口袋的中国富豪会如“硅谷银行”一样被昂撒-犹大人再次特定收割干净吗🤔️,0
进她微博搜常德两个字😂,0
进校干什么？？？😱,1
禁止买烟不就完了，又舍不得放弃烟草高额税利，又要假装为公众安全着想😌,0
京津冀的朋友注意安全吧，该请假就请假😌,0
经典和解😏,1
经济形式一片大好，稳中有升，去啥非洲😏,0
经检测未发现水质异常😂😂😂,0
精美精日公知😊,0
精神病，满大街溜达✊,0
精神男人罢了🤩,0
景区围挡都快成为云南特色了😛,1
警察被舆论裹挟，反倒成弱势群体了，唉🤔,0
警察隔空给犯罪嫌疑人打声招呼，犯罪嫌疑人就自己去法院了？😏😏😏,0
警察是依法办案😛,1
警察叔叔好忙😏,1
警察叔叔快点给个回执！我想知道他是不是真的报警了！🐱🐱🐱,1
警察蜀黍黑科技太多，怎么挡都没用😏,1
警察作为过？开和,0
净出些没什么用的🤗,0
净剩200个w可以考虑考虑😏,1
竟然没一个人去阻止护工打人🤗🤗🤗🤗,1
敬畏自然🕯🕯🕯,0
静观其变吧😊,1
九龙吐水？OR九龙“泡澡”？😡😡😡,1
旧闻了别搬了🥺,0
救的好，就让他生不如死，回去再扎，天天活在恐惧里,0
救救我的脸🥺🥺,0
救命啊🤮,0
救命哈哈哈真的全中😌,0
就™️立地成佛了😵😵😵,0
就不会发生系统性风险了😏,1
就不能给他个重新做人的机会，留社会察看吗？诬陷损害人格尊严，泼热水伤害别人身体的，这两件事都能被宽容！，这个泄露信息的没有对别人造成实质性损害，相对来说更轻一点吧！😷,0
就不能像鹿晗一样堂堂正正光明正大的谈恋爱吗，非要步吴某人的尘😌,0
就不能有个“我一点都不懂”的选项？😂😂😌😌😂😂,0
就当反对的人在放屁🍉放八天加个！幸福感爆棚,0
就放那不行么？修个高架从他们头上走😏,0
就非得在黄山吃泡面吗😂,1
就高空抛物这一条也别放过这孙子🍃🍃🍃,0
就跟平时汽车轮胎扎钉子一样😌,0
就截图拨打12339举报，😆,0
就开始变得暴躁😵,0
就看你朝鲜下一步怎么处理了🤔,1
就没有一个最大的可能吗？就是确实是本人发的，只是发错地方了😏,0
就你这种人多了社会风气就这样😄,1
就你最懂😄,1
就怕搞呀搞呀，搞到最后发觉是外派到了缅北😵,1
就怕失败😂,0
就是啊，钱花完就回来了😂😂😂,1
就是不舍得降价🙇🙇,0
就是导游的个人素质问题🍉,1
就是嘎嘎上大分😏,0
就是就是，动不动就散步焦虑😏,0
就是就是😌😌😌这还不如不回应哈哈哈哈哈哈哈,0
就是考验人性的时候😏😏,0
就是那个头天晚上把人家小姐姐S了，答应人家给冠军，结果到了比赛好像弄了个倒数还是咋滴，然后人家小姐姐气的当场脱掉鞋子，往评委台上扔😌扔完以后骂了一通😌😌,0
就是怕这个，所以我只买去过实体店餐厅的外卖🙇🙇,0
就是碰巧了罢了，指望牢里的犯罪分子伸张正义，想多了😓,0
就是让我们骂的😏,0
就是陕西生产了😏,0
就是失业率高呗😌,0
就是说漏嘴🤮全球人口减少到5亿😠,0
就是我睡的太死了😊,0
就是呀～不要以一概全，我们现在有很多优秀的熊猫奶爸奶妈，而且还有很多专家，要一起呵护熊猫宝贝们😄,0
就是因为这样的人太多了，所以我选择不出门，珍爱生命远离垃圾🙏,1
就是这个样子😱,0
就是这种素质，靠嘴怎么禁止😂,0
就是这种校领导、工作人员，才导致现在学院霸凌肆意滋生😠😠😠,0
就算拆穿又有什么用？该买还不是买😂,0
就算权益没受损就不能维权了吗😠薇薇这么说的😠,0
就算下刀子，也得背着领导去上班😏,1
就我一张嘴😄😄,0
就显得🤗,0
就想问问你们是怎么浇水的？😛😛😛,0
就像亲子鉴定哈99.9999%😏😏,1
就欣赏您这换位思考的思维，我替子弹谢谢您！😂,0
就这？就这？呵呵🧏,1
就这还他妈的小天使😌😌😌,0
就这么狂，你能咋滴，不服忍着🐱🐱,1
就这配乐，也得让他夺冠😂,0
就这样吧😞,0
就支支吾吾🤮,1
居民用电涨幅最少，别拿居民用电来说事😏，上半年，全国全社会用电量同比增长5.0%，其中，一产、二产、三产和居民生活用电量分别增长12.1%、4.4%、9.9%和1.3%,1
居然把dota2放最后一个😠,0
居然把dota2放最后一个😠，小编做做功课好吗?,0
居然还有3070元😱,0
居然还有说狗可怜的，不知道你们这些爱狗人士给狗喂食肉类食物，那些鸡鸭牛羊等小动物可不可怜😂,1
巨婴少出门祸害别人🤨,0
俱是天恩😏,0
据说绝大部分男的都会😌,0
据说绝大部分男的都会😌，太脏了,0
捐款捐物动辄发生这样那样的问题，不是善心被糟蹋就是有些人中饱私囊🧎🧎,0
捐临期产品，又能获得社会名誉，又能清除库存😛😛😛,0
捐赠的反而不要了😏,0
卷子都让她看，还怀疑，都同意司法鉴定了，就没声音了😁,1
决策者们什么时候能食一下人间烟火😏,1
军工组明天做个阅兵实况解说吧😛,0
卡bug呢这是😛,0
卡努：我只想去看看故乡的樱花是否盛开😏,0
卡努同志，艰巨的任务就交给你了，去小日子执行任务吧😏,1
开365天咋样？😏,0
开发商太难了😏不行陪她几栋烂尾楼吧,0
开盖了，😂😂😂😂😂,0
开始不是嘴硬吗😌,1
开庭了是吧，好庭长😠,0
开玩笑呢在这🍉,1
开着这船清理水草？😌😏😌😏😌😏,1
开支增加的同时，还想着减少税源，这是准备公开摆烂了？😂,0
堪比98年开始的大学扩招😏,0
看吧，说来说去都是既想结婚又想别人给钱，最好还得照顾你全家，啥好处都要，非要结婚不可吗？😏,1
看不得，泪目，都是好孩子们，愿天堂没有痛苦😖🕯🙏，——，必须追责！！！,0
看不懂😂,0
看不见的还能扫别的地方😷,0
看成未来三十余天了😢😢,0
看错了，看成未来三十余天了😢😢,0
看错了😍,1
看到报道15人死亡了，🙏,0
看到多起被骗缅甸的，唉...希望他们平安回家🙏,0
看到了吧，这就是老张薇😁,0
看到没，凭一张北大校友卡就能轻轻松松赚大钱🤔,0
看到有新闻带照片的是个命贵族裔😏,1
看到这件事心里真的难受😣,0
看到只判1年半就放弃了😏,1
看得出来小姑娘是真的很想逃跑的😏,0
看得见的扫桌子，看不见的还能扫别的地方😷,0
看得心好痛！宝宝那么乖睡觉，最后哭也那么小声，有的人很好却怎么也怀不上孩子，有的人渣轻松拥有孩子却这么丧心病狂虐待，真的看了会心绞痛😢😢😢,0
看的我心惊胆战的😖我住在没有这类天灾的地方我真要感恩啊,0
看过一套房公摊占1/3已经够夸张了，没想到这个更狠👍,0
看简介就是全民超人汉考克2😏,1
看看人家的车，可以进故宫，可以进高铁🤭,1
看看这几年蔬菜水果涨成什么样了🍉,0
看哭了😢,0
看来福建还是扛住了🤨,0
看来高铁也难以动😌,0
看来是违规操作了😌,0
看来是想要儿子👋,0
看乐了，工作人员说不清楚原因，那你怎么知道有截掉不利的视频😏,0
看了两遍标题，放生矿泉水？🤔,1
看了两遍还是没看懂😌,0
看了评论，如果真正需要操作，只需要走正常程序申报增录名额，压缩其他名额就行，所以不用臆想什么顶替😌,0
看了视频，这叫“正常走在路边”😏,1
看配料表，想要稠的可以加淀粉😌,0
看评论区笑死了😂😂😂群众越来越不好糊弄了,0
看评论区笑死了😂😂😂群众越来越不好糊弄了！,0
看评论说是吸了电子烟😠😠,0
看破不说破🤭,1
看起来像个鬼子🙀,0
看清楚了吧😏那些中几千万的是不存在的😏,0
看视频孩子现在已经痴痴的了😣,0
看完后立刻上QQ音乐下载电影原声歌曲😂,0
看胸也能辨别出来吧😆,0
看原件能理解，放在那离职才给理解不了🤔️,0
看咱们的熊猫了吗😂,0
看着都🤮,0
靠露肉擦边成的网红🤔,0
靠你了，我未来的笑点靠你了，🍉🍉🍉😂😂😂,1
靠嘴怎么禁止😂,0
科技与狠活是吧？🥰,1
嗑药，套牌车，袭警，逃逸，就这还他妈的小天使😌😌😌,0
可爱🤓,0
可别把自己也给骗了😓,1
可不一定省钱😏,0
可见你是个没人要的实锤了😍,1
可见中奖率多低🍉,0
可怜的羊羊😖,0
可怜无辜路人了，肇事者倒是一点皮都没擦伤😠😠😠,0
可能会好一点😂,0
可能就是存了自己支付宝一天😓,0
可能吗🍉,1
可能是怕矿泉水瓶子里装的别的什么液体🤔,1
可能是因为真大黄鱼更贵吧😂,0
可怕😖,0
可怕的网暴，😢,0
可是，仅人口刚过千万的海南一省，闲置的疫情防控设备物资价值4亿元🤗,0
可是我融不进去大妈队伍😌,0
可是羊应该是没有买保险的😌,0
可惜🍉,1
可惜打工人好多年了🙇,0
可想而知😊,1
可以不和解，原告自己放弃罢了，都是成年人，网上不会还有人相信国内警察叔叔在刑事案上和稀泥吧😏,1
可以不结婚，😌,0
可以改善肌肤❤❤,0
可以喝热水啊，热水就着面包啥的都可以啊，包装纸起码可以捡起来扔掉吧，方便面汤乱倒扔会导致土壤碱化，一股味道不说还导致很多动物半饲养化，看看上面为啥不让吃方便面在评论吧，😓,1
可以进工厂吗？特斯拉，比亚迪之类的😏,0
可以考虑下下😂,0
可以啦可以啦，知道你不想被你妈生出来了，别嚷嚷那么大声😏,0
可以收藏当个纪念，雪糕没必要🤗,0
可以预见的，下一次可能是肉片上有彩虹油膜，怀疑加了化学添加剂😏,1
可用，奈何实在没可顶的内容🤗,0
可有时候仍然难打到车🧎,0
渴了怎么办？😱,0
客观说一句就是找补啊？😏,0
肯德基疯狂星期四,0
